id,name,specialty_id,specialty_name,clinic_id,experience_years,rating,symptoms,email
503,BS. Hoàng Hữu Cường,3,Da liễu,30,25,4.8,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c30.s3.503@medibook.vn
504,BS. Phạm Thanh Yến,4,Cơ xương khớp,30,21,4.2,"Đau lưng, đau khớp, thoái hóa, gout",bs.c30.s4.504@medibook.vn
505,BS. Vũ Thị Minh,4,Cơ xương khớp,30,8,4.1,"Đau lưng, đau khớp, thoái hóa, gout",bs.c30.s4.505@medibook.vn
506,BS. Huỳnh Đức Cường,5,Tiêu hóa,30,22,5.0,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c30.s5.506@medibook.vn
507,BS. Phan Thanh Hòa,6,Tai Mũi Họng,30,8,4.2,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c30.s6.507@medibook.vn
508,BS. Võ Hữu Dũng,7,Thần kinh,30,21,4.1,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c30.s7.508@medibook.vn
509,BS. Phạm Thị Hương,8,Nhi khoa,30,24,4.4,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c30.s8.509@medibook.vn
510,BS. Lý Quỳnh Hòa,9,Sản phụ khoa,30,28,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c30.s9.510@medibook.vn
511,BS. Hoàng Quỳnh Hòa,1,Nội tổng quát,31,3,4.9,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c31.s1.511@medibook.vn
512,BS. Ngô Ngọc Tuấn,1,Nội tổng quát,31,10,4.9,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c31.s1.512@medibook.vn
513,BS. Phạm Xuân Minh,2,Tim mạch,31,27,4.2,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c31.s2.513@medibook.vn
514,BS. Ngô Đức Hương,2,Tim mạch,31,26,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c31.s2.514@medibook.vn
515,BS. Hồ Hải Hương,3,Da liễu,31,14,4.1,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c31.s3.515@medibook.vn
516,BS. Ngô Đình Thảo,4,Cơ xương khớp,31,24,4.4,"Đau lưng, đau khớp, thoái hóa, gout",bs.c31.s4.516@medibook.vn
517,BS. Lý Hữu Thảo,4,Cơ xương khớp,31,18,4.3,"Đau lưng, đau khớp, thoái hóa, gout",bs.c31.s4.517@medibook.vn
518,BS. Hoàng Hoài Trang,5,Tiêu hóa,31,28,4.7,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c31.s5.518@medibook.vn
519,BS. Phan Quang Phương,5,Tiêu hóa,31,20,4.6,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c31.s5.519@medibook.vn
520,BS. Nguyễn Thành Linh,6,Tai Mũi Họng,31,22,4.4,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c31.s6.520@medibook.vn
521,BS. Vũ Ngọc Linh,6,Tai Mũi Họng,31,26,4.4,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c31.s6.521@medibook.vn
522,BS. Trần Thành Cường,7,Thần kinh,31,17,4.0,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c31.s7.522@medibook.vn
523,BS. Trần Thành Hòa,7,Thần kinh,31,25,4.2,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c31.s7.523@medibook.vn
524,BS. Vũ Hải Anh,8,Nhi khoa,31,11,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c31.s8.524@medibook.vn
525,BS. Hồ Đình Hương,8,Nhi khoa,31,26,4.7,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c31.s8.525@medibook.vn
526,BS. Đỗ Ngọc Hùng,9,Sản phụ khoa,31,9,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c31.s9.526@medibook.vn
527,BS. Võ Hữu Bình,9,Sản phụ khoa,31,20,4.1,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c31.s9.527@medibook.vn
528,BS. Võ Quỳnh Khang,1,Nội tổng quát,32,25,4.4,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c32.s1.528@medibook.vn
529,BS. Bùi Thành Châu,2,Tim mạch,32,30,4.0,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c32.s2.529@medibook.vn
530,BS. Hồ Hải Lan,3,Da liễu,32,13,4.4,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c32.s3.530@medibook.vn
531,BS. Võ Minh Hải,4,Cơ xương khớp,32,24,4.7,"Đau lưng, đau khớp, thoái hóa, gout",bs.c32.s4.531@medibook.vn
532,BS. Lý Ngọc Thảo,5,Tiêu hóa,32,11,4.2,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c32.s5.532@medibook.vn
533,BS. Vũ Tuấn Lan,6,Tai Mũi Họng,32,10,4.2,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c32.s6.533@medibook.vn
534,BS. Phạm Văn Linh,7,Thần kinh,32,22,4.0,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c32.s7.534@medibook.vn
535,BS. Bùi Thanh Tâm,8,Nhi khoa,32,8,5.0,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c32.s8.535@medibook.vn
536,BS. Vũ Thành Tâm,8,Nhi khoa,32,19,4.8,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c32.s8.536@medibook.vn
537,BS. Đỗ Xuân Cường,9,Sản phụ khoa,32,25,4.5,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c32.s9.537@medibook.vn
538,BS. Phan Xuân Tâm,1,Nội tổng quát,33,14,4.6,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c33.s1.538@medibook.vn
539,BS. Vũ Đức Yến,2,Tim mạch,33,14,4.2,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c33.s2.539@medibook.vn
540,BS. Ngô Tuấn Thảo,2,Tim mạch,33,11,4.5,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c33.s2.540@medibook.vn
541,BS. Võ Thành Lan,3,Da liễu,33,30,4.4,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c33.s3.541@medibook.vn
542,BS. Nguyễn Hữu Bình,4,Cơ xương khớp,33,30,4.6,"Đau lưng, đau khớp, thoái hóa, gout",bs.c33.s4.542@medibook.vn
543,BS. Đặng Đức Khang,4,Cơ xương khớp,33,15,4.1,"Đau lưng, đau khớp, thoái hóa, gout",bs.c33.s4.543@medibook.vn
544,BS. Võ Thanh Trang,5,Tiêu hóa,33,13,4.3,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c33.s5.544@medibook.vn
545,BS. Đỗ Thị Bình,6,Tai Mũi Họng,33,30,4.7,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c33.s6.545@medibook.vn
546,BS. Huỳnh Thành Hải,6,Tai Mũi Họng,33,24,4.5,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c33.s6.546@medibook.vn
547,BS. Đặng Thanh Minh,7,Thần kinh,33,28,4.9,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c33.s7.547@medibook.vn
548,BS. Lê Văn Cường,7,Thần kinh,33,13,4.3,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c33.s7.548@medibook.vn
549,BS. Võ Quỳnh Châu,8,Nhi khoa,33,21,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c33.s8.549@medibook.vn
550,BS. Huỳnh Hữu Anh,8,Nhi khoa,33,10,4.7,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c33.s8.550@medibook.vn
551,BS. Hồ Văn Trang,9,Sản phụ khoa,33,20,4.1,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c33.s9.551@medibook.vn
552,BS. Phạm Đức Hòa,1,Nội tổng quát,34,23,4.9,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c34.s1.552@medibook.vn
553,BS. Vũ Tuấn Hải,2,Tim mạch,34,7,4.1,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c34.s2.553@medibook.vn
554,BS. Đỗ Hoài Dũng,3,Da liễu,34,30,4.5,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c34.s3.554@medibook.vn
555,BS. Hoàng Tuấn Khang,4,Cơ xương khớp,34,22,4.5,"Đau lưng, đau khớp, thoái hóa, gout",bs.c34.s4.555@medibook.vn
556,BS. Đặng Quỳnh Thảo,4,Cơ xương khớp,34,10,4.8,"Đau lưng, đau khớp, thoái hóa, gout",bs.c34.s4.556@medibook.vn
557,BS. Ngô Đức Minh,5,Tiêu hóa,34,3,4.5,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c34.s5.557@medibook.vn
558,BS. Đặng Thanh Khang,5,Tiêu hóa,34,18,4.9,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c34.s5.558@medibook.vn
559,BS. Ngô Thành Hải,6,Tai Mũi Họng,34,28,4.0,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c34.s6.559@medibook.vn
560,BS. Ngô Xuân Lan,7,Thần kinh,34,26,4.6,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c34.s7.560@medibook.vn
561,BS. Võ Văn Bình,7,Thần kinh,34,19,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c34.s7.561@medibook.vn
562,BS. Ngô Minh Linh,8,Nhi khoa,34,12,4.1,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c34.s8.562@medibook.vn
563,BS. Võ Tuấn Hòa,8,Nhi khoa,34,13,4.0,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c34.s8.563@medibook.vn
564,BS. Huỳnh Văn Hải,9,Sản phụ khoa,34,25,4.4,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c34.s9.564@medibook.vn
565,BS. Hoàng Thị Yến,1,Nội tổng quát,35,16,4.3,"Sốt, đau đầu, mệt mỏi, khám sức khỏe định kỳ",bs.c35.s1.565@medibook.vn
566,BS. Trần Ngọc Linh,2,Tim mạch,35,11,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c35.s2.566@medibook.vn
567,BS. Lý Hữu Hương,2,Tim mạch,35,15,4.8,"Đau ngực, huyết áp, loạn nhịp tim, khó thở",bs.c35.s2.567@medibook.vn
568,BS. Dương Minh Tuấn,3,Da liễu,35,26,4.8,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c35.s3.568@medibook.vn
569,BS. Hồ Hải Hải,3,Da liễu,35,23,4.7,"Mẩn ngứa, dị ứng, mụn nhọt, rụng tóc",bs.c35.s3.569@medibook.vn
570,BS. Đặng Minh Thảo,4,Cơ xương khớp,35,9,5.0,"Đau lưng, đau khớp, thoái hóa, gout",bs.c35.s4.570@medibook.vn
571,BS. Bùi Thị Cường,4,Cơ xương khớp,35,6,4.4,"Đau lưng, đau khớp, thoái hóa, gout",bs.c35.s4.571@medibook.vn
572,BS. Lý Tuấn Hòa,5,Tiêu hóa,35,27,4.1,"Đau dạ dày, tiêu chảy, táo bón, ợ hơi",bs.c35.s5.572@medibook.vn
573,BS. Bùi Quỳnh Tuấn,6,Tai Mũi Họng,35,23,4.2,"Viêm họng, viêm xoang, ù tai, nghẹt mũi",bs.c35.s6.573@medibook.vn
574,BS. Vũ Ngọc Khang,7,Thần kinh,35,14,4.8,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c35.s7.574@medibook.vn
575,BS. Nguyễn Tuấn Phương,7,Thần kinh,35,7,4.3,"Đau đầu, chóng mặt, mất ngủ, rối loạn tiền đình",bs.c35.s7.575@medibook.vn
576,BS. Đặng Quang Yến,8,Nhi khoa,35,8,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c35.s8.576@medibook.vn
577,BS. Võ Hoài Hòa,8,Nhi khoa,35,5,4.5,"Sốt, ho, biếng ăn, tiêm chủng trẻ em",bs.c35.s8.577@medibook.vn
578,BS. Đỗ Thanh Anh,9,Sản phụ khoa,35,15,4.7,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c35.s9.578@medibook.vn
579,BS. Vũ Ngọc Linh,9,Sản phụ khoa,35,29,4.4,"Khám thai, rối loạn kinh nguyệt, phụ khoa",bs.c35.s9.579@medibook.vn
